"id","car_id","text_id","abschnitt","sort_in_car","page_id","wortlaut","wortlaut_tei_xml","wortlaut_searchstring","is_target","is_source","insecurity","position_on_page","insecure_page","lost","is_fragment","non_habes","belegstelle_text","alternative_page","missing_comment","annotat"
"BEL_s_TR_A_0022_7v_a_$0","TR_A_0022","TX_A0022_000008","","21","11_5_Compendiumdeconfessione_19_Bl7av","d(e) eod(em) vide a ret(ro) i(n) ep(isto)la b(er)n(ardi) ad raÿmundu(m) (etc) c(ir)ca ſig(num) <sig>Kreuz mit o</sig>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000101</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>314av</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>d(e) eod(em) vide a ret(ro) i(n) ep(isto)la b(er)n(ardi) ad raÿmundu(m) (etc) c(ir)ca ſig(num) </w><symbol type=""Kreuz mit o""/></p></body></text></TEI>","de eodem vide a retro in epistola bernardi ad raÿmundum etc circa ſignum Kreuz mit o","0","1","0","","0","0","0","0","7av","","","AN_0022_000021"
"BEL_t_TR_A_0022_7r_a_$0","TR_A_0022","TX_A0022_000008","","18","11_5_Compendiumdeconfessione_18_Bl7ar","<sig>Schleife 1</sig> vide ſup(ra) i(n) cedula [...]","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000010</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>7ar</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><symbol type=""Schleife 1""/><w> vide ſup(ra) i(n) cedula </w><gap reason=""editoral"" customTag=""[...]""/></p></body></text></TEI>","Schleife 1 vide ſupra in cedula","1","0","0","","0","0","0","0","7ar","","",""
"BEL_s_TR_A_0022_7v_a_$1","TR_A_0022","TX_A0022_000008","","22","11_5_Compendiumdeconfessione_19_Bl7av","vide de ſobrie(tate) in gerſone a k(arta) 280.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0027_000016</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 17837</title><description>280r</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>vide de ſobrie(tate) in gerſone a k(arta) 280.</w></p></body></text></TEI>","vide de ſobrietate in gerſone a karta 280.","0","1","0","","0","0","0","0","7av","","","AN_0022_000022"
"BEL_s_TR_A_0022_8r_$2","TR_A_0022","TX_A0022_000005","","23","11_5_Compendiumdeconfessione_20_Bl8ralt6r","Invidia / p(ostea) pl(us) 59 <sig>Buchstabe a</sig>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000053</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>62r</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>Invidia / p(ostea) pl(us) 59 </w><symbol type=""letter"" desc=""a""><w>a</w></symbol></p></body></text></TEI>","Invidia / postea plus 59 Buchstabe a","0","1","0","","0","0","0","0","8r (alt 6r)","","","AN_0022_000023"
"BEL_s_TR_A_0022_8r_$0","TR_A_0022","TX_A0022_000005","","24","11_5_Compendiumdeconfessione_20_Bl8ralt6r","<sig>Schleife 1</sig> vide ſup(ra) i(n) cedula [...]","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000010</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>7ar</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><symbol type=""Schleife 1""/><w> vide ſup(ra) i(n) cedula </w><gap reason=""editoral"" customTag=""[...]""/></p></body></text></TEI>","Schleife 1 vide ſupra in cedula","0","1","0","","0","0","0","0","8r (alt 6r)","","","AN_0022_000024"
"BEL_s_TR_A_0022_8r_$1","TR_A_0022","TX_A0022_000005","","24","11_5_Compendiumdeconfessione_20_Bl8ralt6r","[...] vide pl(us) p(ostea) a k(arta) .8 <sig>Buchstabe T</sig>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000013</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>10r</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><gap reason=""editoral"" customTag=""[...]""/><w> vide pl(us) p(ostea) a k(arta) .8 </w><symbol type=""letter"" desc=""T""><w>T</w></symbol></p></body></text></TEI>","vide plus postea a karta .8 Buchstabe T","0","1","0","","0","0","0","0","8r (alt 6r)","","","AN_0022_000024"
"BEL_s_TR_A_0022_8r_$3","TR_A_0022","TX_A0022_000005","","25","11_5_Compendiumdeconfessione_20_Bl8ralt6r","[peccata contra naturam] Et in (quadragesimali) leonardi de vtino p(re)ſſo ſ(er)mo(n)e 43 f(eria) | 3(a) p(ost) palma(rum) <sig>Buchstabe K</sig> <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_d_0194_000003</id><refsDecl><biblStruct><monogr><title>Leonardus de Utino: Sermones quadragesimales de legibus</title><description/></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>[peccata contra naturam] Et in (quadragesimali) leonardi de vtino p(re)ſſo ſ(er)mo(n)e 43 f(eria) | 3(a) p(ost) palma(rum) </w><symbol type=""letter"" desc=""K""><w>K</w></symbol></p></body></text></TEI>","[peccata contra naturam] Et in quadragesimali leonardi de vtino preſſo ſermone 43 feria 3a post palmarum Buchstabe K","0","1","0","","0","0","0","0","8r (alt 6r)","","","AN_0022_000025"
"BEL_t_TR_A_0022_9r_$0","TR_A_0022","TX_A0022_000008","De superbia","22","11_5_Compendiumdeconfessione_22_Bl9ralt7r","vide pl(us) | d(e) ſ(upe)rbia p(ostea) k(arta) .7. [...]","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000011</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>9r</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>vide pl(us) | d(e) ſ(upe)rbia p(ostea) k(arta) .7. </w><gap reason=""editoral"" customTag=""[...]""/></p></body></text></TEI>","vide plus de ſuperbia postea karta .7.","1","0","0","","0","0","0","0","9r","","",""
"BEL_s_TR_A_0022_8v_$1","TR_A_0022","TX_A0022_000005","","26","11_5_Compendiumdeconfessione_21_Bl8valt6v","Ira vide p(ostea) pl(us) .59. <sig>Buchstabe Z</sig> (et) id(em)<add>a</add>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000054</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>62r</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>Ira vide p(ostea) pl(us) .59. </w><symbol type=""letter"" desc=""Z""><w>Z</w></symbol><w> (et) id(em)</w><add><w>a</w></add></p></body></text></TEI>","Ira vide postea plus .59. Buchstabe Z et idema","0","1","0","","0","0","0","0","8v (alt 6v)","","","AN_0022_000026"
"BEL_s_TR_A_0022_8v_$0","TR_A_0022","TX_A0022_000005","","27","11_5_Compendiumdeconfessione_21_Bl8valt6v","vide pl(us) p(ostea) .58. (et) c(ir)ca neglig(e)n(tiam) ","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000052</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>61v</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>vide pl(us) p(ostea) .58. (et) c(ir)ca neglig(e)n(tiam) </w></p></body></text></TEI>","vide plus postea .58. et circa negligentiam","0","1","0","","0","0","0","0","8v (alt 6v)","","","AN_0022_000027"
"BEL_s_TR_A_0022_9r_$0","TR_A_0022","TX_A0022_000005","","28","11_5_Compendiumdeconfessione_22_Bl9ralt7r","D(e) ſup(er)bia vide pl(us) an(tea) k(arta) .4.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000007</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>6v</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>D(e) ſup(er)bia vide pl(us) an(tea) k(arta) .4.</w></p></body></text></TEI>","De ſuperbia vide plus antea karta .4.","0","1","0","","0","0","0","0","9r (alt 7r)","","","AN_0022_000028"
"BEL_s_TR_A_0022_9r_$1","TR_A_0022","TX_A0022_000005","","28","11_5_Compendiumdeconfessione_22_Bl9ralt7r","D(e) ſup(er)bia ... (et) p(ostea) <sig>Buchstabe T</sig> .13.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000026</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>16r</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>D(e) ſup(er)bia ... (et) p(ostea) </w><symbol type=""letter"" desc=""T""><w>T</w></symbol><w> .13.</w></p></body></text></TEI>","De ſuperbia ... et postea Buchstabe T .13.","0","1","0","","0","0","0","0","9r (alt 7r)","","","AN_0022_000028"
"BEL_t_TR_A_0022_10r_$0","TR_A_0022","TX_A0022_000008","","26","11_5_Compendiumdeconfessione_26_Bl10ralt8r","[...] (et) | p(ostea) a k(arta) 8 <sig>Buchstabe T</sig>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000012</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>10r</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><gap reason=""editoral"" customTag=""[...]""/><w> (et) | p(ostea) a k(arta) 8 </w><symbol type=""letter"" desc=""T""><w>T</w></symbol></p></body></text></TEI>","et postea a karta 8 Buchstabe T","1","0","0","","0","0","0","0","10r","","",""
"BEL_s_TR_A_0022_9r_$2","TR_A_0022","TX_A0022_000005","","29","11_5_Compendiumdeconfessione_22_Bl9ralt7r","d(iffe)r(enti)a(m) int(er) | ſ(uper)bia(m) (et) i(n) | an(im)e gl(ori)a(m) p(ostea) | .103. folio","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000063</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>100r</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>d(iffe)r(enti)a(m) int(er) | ſ(uper)bia(m) (et) i(n) | an(im)e gl(ori)a(m) p(ostea) | .103. folio</w></p></body></text></TEI>","differentiam inter ſuperbiam et in anime gloriam postea .103. folio","0","1","0","","0","0","0","0","9r (alt 7r)","","","AN_0022_000029"
"BEL_s_TR_A_0022_10r_$0","TR_A_0022","TX_A0022_000005","","30","11_5_Compendiumdeconfessione_26_Bl10ralt8r","p(rius) mollita | Et e(st) q(ua)n(do) a(li)q(ui)s| p(er) ſe ip(sum) p(ro)-|uo(ca)t na(turam). vi<frag>de</frag> | p(rius) a k(arta) .6.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000009</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>7v</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>p(rius) mollita | Et e(st) q(ua)n(do) a(li)q(ui)s| p(er) ſe ip(sum) p(ro)-|uo(ca)t na(turam). vi</w><gap reason=""damage"" customTag=""frag with supplied reconstruction""><supplied reason=""reconstruction"">de</supplied></gap><w> | p(rius) a k(arta) .6.</w></p></body></text></TEI>","prius mollita Et est quando aliquis per ſe ipsum pro-uocat naturam. vide prius a karta .6.","0","1","0","","0","0","0","0","10r (alt 8r)","","","AN_0022_000030"
"BEL_t_TR_A_0022_11v_$0","TR_A_0022","TX_A0022_000008","","29","11_5_Compendiumdeconfessione_29_Bl11valt9v","ad id(em) p(ostea) a k(arta) .10(a).","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000014</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>11v</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>ad id(em) p(ostea) a k(arta) .10(a).</w></p></body></text></TEI>","ad idem postea a karta .10a.","1","0","0","","0","0","0","0","11v","","",""
"BEL_s_TR_A_0022_11v_$0","TR_A_0022","TX_A0022_000005","","31","11_5_Compendiumdeconfessione_29_Bl11valt9v","vide a(utem) a met(ra) an(te) | i(n) (tertio). folio i(n) cedula.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000003</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>5ar</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>vide a(utem) a met(ra) an(te) | i(n) (tertio). folio i(n) cedula.</w></p></body></text></TEI>","vide autem a metra ante in tertio. folio in cedula.","0","1","0","","0","0","0","0","11v (alt 9v)","","","AN_0022_000031"
"BEL_s_TR_A_0022_11v_$1","TR_A_0022","TX_A0022_000005","","32","11_5_Compendiumdeconfessione_29_Bl11valt9v","vide ad h(oc) i(n) | hugone de | p(ra)to s(ermo) .62. | p(e)ntcoſtes | ſub l(itte)ra(m) .S. i(n) | cedula.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0019_000038</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 17831</title><description/></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>vide ad h(oc) i(n) | hugone de | p(ra)to s(ermo) .62. | p(e)ntcoſtes | ſub l(itte)ra(m) .S. i(n) | cedula.</w></p></body></text></TEI>","vide ad hoc in hugone de prato sermo .62. pentcoſtes ſub litteram .S. in cedula.","0","1","0","","0","0","0","0","11v (alt 9v)","","","AN_0022_000032"
"BEL_t_TR_A_0022_11v_a_$0","TR_A_0022","TX_A0022_000008","Decem praecepta","31","11_5_Compendiumdeconfessione_31_Bl11av","Decem p(re)cepta ad id(em) v(er)ſ(us) #.sini#.st(ram) v(er)t(e)ndo . | ſceda(m) .","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000015</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>11av</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>Decem p(re)cepta ad id(em) v(er)ſ(us) ſiniſt(ram) v(er)t(e)ndo . | ſceda(m) .</w></p></body></text></TEI>","Decem precepta ad idem verſus ſiniſtram vertendo . ſcedam .","1","0","0","","0","0","0","0","11av","","",""
"BEL_s_TR_A_0022_11v_a_$0","TR_A_0022","TX_A0022_000008","","33","11_5_Compendiumdeconfessione_31_Bl11av","crede deo ſoli p(er)iuria p(ro)me(re) noli | Sabbata ſacren(tur) p(ate)r (et) m(ate)r vene(re)n(tur) | Non ſis fur / mech(us) / occiſor / teſt(is) iniqu(us) | Nulli(us) uxo(rem) / nulli(us) (con)cupito rem <finis2/> | ad id(em p(ostea) a k(arta) .93","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000059</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>90r</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>crede deo ſoli p(er)iuria p(ro)me(re) noli | Sabbata ſacren(tur) p(ate)r (et) m(ate)r vene(re)n(tur) | Non ſis fur / mech(us) / occiſor / teſt(is) iniqu(us) | Nulli(us) uxo(rem) / nulli(us) (con)cupito rem </w><finis-full/><w> | ad id(em p(ostea) a k(arta) .93</w></p></body></text></TEI>","crede deo ſoli periuria promere noli Sabbata ſacrentur pater et mater venerentur Non ſis fur / mechus / occiſor / teſtis iniquus Nullius uxorem / nullius concupito rem ad idem postea a karta .93","0","1","0","","0","0","0","0","11av","","","AN_0022_000033"
"BEL_t_TR_A_0022_11r_b_$0","TR_A_0022","TX_A0022_000008","","32","11_5_Compendiumdeconfessione_32_Bl11br","vide alia de dece(m) | p(re)cept(is) met(ra) an(te) a - | k(arta) .10. jn ſceda. <finis2/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000016</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>11br, 11bv</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>vide alia de dece(m) | p(re)cept(is) met(ra) an(te) a - | k(arta) .10. jn ſceda. </w><finis-full/></p></body></text></TEI>","vide alia de decem preceptis metra ante a - karta .10. jn ſceda.","1","0","0","","0","0","0","0","11br, 11bv","","",""
"BEL_s_TR_A_0022_11r_b_$1","TR_A_0022","TX_A0022_000008","","34","11_5_Compendiumdeconfessione_32_Bl11br","(contra) dece(m) p(re)cepta. de dec(em) plag(is) p(receptis) d(e) q(ui)b(us) (et) p(ostea) a k(arta) 12 .","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000019</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>13v</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>(contra) dece(m) p(re)cepta. de dec(em) plag(is) p(receptis) d(e) q(ui)b(us) (et) p(ostea) a k(arta) 12 .</w></p></body></text></TEI>","contra decem precepta. de decem plagis preceptis de quibus et postea a karta 12 .","0","1","0","","0","0","0","0","11br","","","AN_0022_000034"
"BEL_s_TR_A_0022_11r_b_$0","TR_A_0022","TX_A0022_000008","","35","11_5_Compendiumdeconfessione_32_Bl11br","ad id(em) v(er)te foliu(m) <k>*d <gb> ha(n)c</gb></k> / ſ(e)c(undam) ceda(m)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000017</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>11bv</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>ad id(em) v(er)te foliu(m) </w><k><w>*d </w><gb><w> ha(n)c</w></gb></k><w> / ſ(e)c(undam) ceda(m)</w></p></body></text></TEI>","ad idem verte folium *d hanc / ſecundam cedam","0","1","0","","0","0","0","0","11br","","","AN_0022_000035"
"BEL_t_TR_A_0022_11v_b_$0","TR_A_0022","TX_A0022_000008","","33","11_5_Compendiumdeconfessione_33_Bl11bv","ad id(em) v(er)te foliu(m) <k>*d <gb> ha(n)c</gb></k> / ſ(e)c(undam) ceda(m)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000017</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>11bv</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>ad id(em) v(er)te foliu(m) </w><k><w>*d </w><gb><w> ha(n)c</w></gb></k><w> / ſ(e)c(undam) ceda(m)</w></p></body></text></TEI>","ad idem verte folium *d hanc / ſecundam cedam","1","0","0","","0","0","0","0","11bv","","",""
"BEL_s_TR_A_0022_11v_b_$2","TR_A_0022","TX_A0022_000008","","34","11_5_Compendiumdeconfessione_33_Bl11bv","plage dece(m) egÿpti (contra) dece(m) p(re)cepta. | vide in <zw>p(ro) ſp(er)o</zw> pulcr(is) jn metr(is) a k(arta) 158 i(n) ceda","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_x_0174_000001</id><refsDecl><biblStruct><monogr><title>Prosper</title><description/></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>plage dece(m) egÿpti (contra) dece(m) p(re)cepta. | vide in </w><zw><w>p(ro) ſp(er)o</w></zw><w> pulcr(is) jn metr(is) a k(arta) 158 i(n) ceda</w></p></body></text></TEI>","plage decem egÿpti contra decem precepta. vide in pro ſpero pulcris jn metris a karta 158 in ceda","0","1","0","","0","0","0","0","11bv","","",""
"BEL_s_TR_A_0022_11v_b_$1","TR_A_0022","TX_A0022_000008","","36","11_5_Compendiumdeconfessione_33_Bl11bv","plage dece(m) egÿpti [...] (et) in hoc codice p(ostea) a k(arta) .12. <sig>Buchstabe N</sig>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000018</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>13v</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>plage dece(m) egÿpti </w><gap reason=""editoral"" customTag=""[...]""/><w> (et) in hoc codice p(ostea) a k(arta) .12. </w><symbol type=""letter"" desc=""N""><w>N</w></symbol></p></body></text></TEI>","plage decem egÿpti et in hoc codice postea a karta .12. Buchstabe N","0","1","0","","0","0","0","0","11bv","","","AN_0022_000036"
"BEL_s_TR_A_0022_11v_b_$0","TR_A_0022","TX_A0022_000008","","37","11_5_Compendiumdeconfessione_33_Bl11bv","Decem p(re)cepta ad id(em) v(er)ſ(us) #.sini#.st(ram) v(er)t(e)ndo . | ſceda(m) .","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000015</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>11av</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>Decem p(re)cepta ad id(em) v(er)ſ(us) ſiniſt(ram) v(er)t(e)ndo . | ſceda(m) .</w></p></body></text></TEI>","Decem precepta ad idem verſus ſiniſtram vertendo . ſcedam .","0","1","0","","0","0","0","0","11bv","","","AN_0022_000037"
"BEL_t_TR_A_0022_13v_$0","TR_A_0022","TX_A0022_000010","De decem plagis","37","11_5_Compendiumdeconfessione_37_Bl13valt11v","plage dece(m) egÿpti [...] (et) in hoc codice p(ostea) a k(arta) .12. <sig>Buchstabe N</sig>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000018</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>13v</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>plage dece(m) egÿpti </w><gap reason=""editoral"" customTag=""[...]""/><w> (et) in hoc codice p(ostea) a k(arta) .12. </w><symbol type=""letter"" desc=""N""><w>N</w></symbol></p></body></text></TEI>","plage decem egÿpti et in hoc codice postea a karta .12. Buchstabe N","1","0","0","","0","0","0","0","13v","","",""
"BEL_s_TR_A_0022_14r_$0","TR_A_0022","TX_A0022_000005","","39","11_5_Compendiumdeconfessione_38_Bl14ralt12r","vide de (con)f(essione) p(er) ample in (quadragesimali) leonardi de vtino ſ(er)mo(n)e 31 A fi(n)e 6(e) | p(ost) letare <finis2/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_d_0194_000001</id><refsDecl><biblStruct><monogr><title>Leonardus de Utino: Sermones quadragesimales de legibus</title><description/></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>vide de (con)f(essione) p(er) ample in (quadragesimali) leonardi de vtino ſ(er)mo(n)e 31 A fi(n)e 6(e) | p(ost) letare </w><finis-full/></p></body></text></TEI>","vide de confessione per ample in quadragesimali leonardi de vtino ſermone 31 A fine 6e post letare","0","1","0","","0","0","0","0","14r (alt 12r)","","","AN_0022_000039"
"BEL_s_TR_A_0022_14v_$0","TR_A_0022","TX_A0022_000005","","40","11_5_Compendiumdeconfessione_39_Bl14valt12v","It(em) d(e) modo (con)feſſion(is) vide p(ostea) t(ra)c(tatum) .43. <sig>Buchstabe a</sig>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000044</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>46r</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>It(em) d(e) modo (con)feſſion(is) vide p(ostea) t(ra)c(tatum) .43. </w><symbol type=""letter"" desc=""a""><w>a</w></symbol></p></body></text></TEI>","Item de modo confeſſionis vide postea tractatum .43. Buchstabe a","0","1","0","","0","0","0","0","14v (alt 12v)","","","AN_0022_000040"
"BEL_t_TR_A_0022_14v_$0","TR_A_0022","TX_A0022_000010","","39","11_5_Compendiumdeconfessione_39_Bl14valt12v","vide an(te)a |Folio 12 <sig>Doppelkreuz senkrecht</sig>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000020</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>14v</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>vide an(te)a |Folio 12 </w><symbol type=""Doppelkreuz senkrecht""/></p></body></text></TEI>","vide antea Folio 12 Doppelkreuz senkrecht","1","0","0","","0","0","0","0","14v","","",""
"BEL_s_TR_A_0022_14v_$1","TR_A_0022","TX_A0022_000005","","41","11_5_Compendiumdeconfessione_39_Bl14valt12v","d(e) (con)ſi(mi)lib(us) vide p(ostea) folio <k>43<gb><sig>Doppelkreuz senkrecht</sig> ſig(no)</gb></k> (etc)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000045</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>46v</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>d(e) (con)ſi(mi)lib(us) vide p(ostea) folio </w><k><w>43</w><gb><symbol type=""Doppelkreuz senkrecht""/><w> ſig(no)</w></gb></k><w> (etc)</w></p></body></text></TEI>","de conſimilibus vide postea folio 43 Doppelkreuz senkrecht ſigno etc","0","1","0","","0","0","0","0","14v (alt 12v)","","","AN_0022_000041"
"BEL_s_TR_A_0022_14v_$2","TR_A_0022","TX_A0022_000005","","42","11_5_Compendiumdeconfessione_39_Bl14valt12v","/ (et) a k(arta) 52 <sig>Buchstabe C</sig>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000047</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>54v</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>/ (et) a k(arta) 52 </w><symbol type=""letter"" desc=""C""><w>C</w></symbol></p></body></text></TEI>","/ et a karta 52 Buchstabe C","0","1","0","","0","0","0","0","14v (alt 12v)","","","AN_0022_000042"
"BEL_t_TR_A_0022_15r_$0","TR_A_0022","TX_A0022_000011","","40","11_5_Compendiumdeconfessione_40_Bl15ralt12r","veri penit(e)nt(is)| v(er)ſ(us) vide an(te) | a k(arta) .12. <sig>Buchstabe T</sig>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0013_000021</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 27419</title><description>15r</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>veri penit(e)nt(is)| v(er)ſ(us) vide an(te) | a k(arta) .12. </w><symbol type=""letter"" desc=""T""><w>T</w></symbol></p></body></text></TEI>","veri penitentis verſus vide ante a karta .12. Buchstabe T","1","0","0","","0","0","0","0","15r","","",""
